Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude
0,3,8.0,1235.0,5,Eagle Enterprises,,,2252.0,"Trantow, Langworth and Moore",2020-03-22 05:34:45.016,2020-03-22 05:34:47.182041,,5,False,True,2,42.0,4880.0,,,2,3276.0,13333.33333333333,2,56.0,56.0,56.0,0.0,0.0,0.0,0.0,4,4,0.0,0.0,18.0,2.1300000000000026,,0.0,,,,,,
1,8,290.0,1398.0,7,Acme Warehouse,,,,Bartoletti and Sons,2020-03-22 01:28:04.846642,2020-03-22 01:28:08.084044,,5,False,True,1,1.0,1000.0,0.1,,1,100.0,1000.0,1,10.0,10.0,10.0,13.0,130000.0,50.0,130.0,1,1,87.0,353.66666666666674,,119.0,0.34,297.1988795518208,,,,,,
2,11,92.0,1221.0,15,Golden Spoon_257,19.0,Fast Food Restaurants,,"Anderson, Shields and Hyatt",2020-03-22 05:43:31.817303,2020-03-22 05:43:33.92774,0.0,5,False,True,1,1.0,,,,1,1080.0,10000.0,1,86.0,86.0,43.0,600.0,0.0,0.0,12900.0,2,2,0.0,0.0,,13330.0,,0.0,,,,,,
3,15,21.0,1782.0,19,Demo Project - updated and synced name - again,,,2336.0,"Blanda, Stiedemann and Kiehn",2021-04-28 21:40:38.078686,2021-04-28 21:40:43.529132,,5,False,True,5,936.0,3727.0,0.1,,5,662760.0,22538.461538461543,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6,6.2172489379008806e-15,6.2172489379008806e-15,,0.0,,inf,,,,,,
4,15,928.0,1781.0,19,Demo Project - updated and synced name - again,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 01:55:33.805258,2020-03-22 01:55:40.416535,,5,False,True,6,936.0,3727.0,0.1,,6,795312.0,22538.461538461543,6,138.0,118.0,80.0,83.0,2097888.0,180.2884615384616,1681.0,12,10,966.59424,1044.59424,,8489.2094,,12.30496493583961,,,,,,
5,16,7.0,1262.0,7,Acme Grocery Store,2.0,Bakery,,Bartoletti and Sons,2020-03-22 01:28:08.640687,2020-03-22 01:28:10.536768,,5,False,True,1,8.0,2060.0,0.1,,1,760.0,1000.0,1,10.0,10.0,10.0,10.0,100000.0,25.0,100.0,1,1,176.0,326.0,,615.2,1.89,52.99089726918075,,,,,,
6,22,3.0,1242.0,25,Test 1,1.0,Auto Related,2214.0,Renner Inc,2020-03-22 05:34:38.049337,2020-03-22 05:34:40.111129,2.0,5,False,True,1,6.0,1000.0,0.1,,1,2380.0,1000.0,1,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,2000.0,1595.93625669164,,3740.0,,42.672092424910154,,,,,,
7,23,5.0,1245.0,26,Eastern-Idaho Technical College,56.0,Schools (Technical/Vocational),2238.0,Toy LLC,2020-03-22 05:33:11.8524,2020-03-22 05:33:44.429927,2.0,5,False,True,5,1400.0,3847.142857142857,0.05,,5,410900.0,23600.0,5,70564.0,70564.0,3844.0,0.0,0.0,0.0,0.0,30,30,33378.165,33378.165,,216562.11424,,15.41274433764043,,,,,,
8,24,4.0,1229.0,7,Acme Bank Building,16.0,Entertainment,,Bartoletti and Sons,2020-03-22 05:35:07.54314,2020-03-22 05:35:15.089551,2.0,5,False,True,6,16.0,4280.0,0.12,,6,24612.0,10250.0,6,558.0,758.0,414.0,80.0,17282640.0,93.45794392523364,4038.0,52,49,13164.5952,13164.5952,,6528.9914,1.32,201.6329076494112,,,,,,
9,25,10.0,1230.0,27,Blue Max Trucking ,1.0,Auto Related,2254.0,"Goldner, Schaefer and Kshlerin",2020-03-22 05:34:52.993015,2020-03-22 05:34:54.251597,2.0,5,False,True,1,1.0,5100.0,0.108,,1,458.0,10000.0,1,26.0,26.0,26.0,0.0,0.0,0.0,0.0,1,1,6558.9264,6558.9264,,13845.0,,47.373971830985916,,,,,,
10,29,11.0,1231.0,33,Amfor,25.0,Industrial - 1 Shift,2249.0,Parisian and Sons,2020-03-22 05:34:51.625164,2020-03-22 05:34:52.880267,2.0,5,False,True,1,1.0,8760.0,0.0645,,1,18.0,24000.0,1,18.0,18.0,18.0,0.0,0.0,0.0,0.0,1,1,183.06648,183.06648,,190.8,,95.94679245283018,,,,,,
11,30,79.0,1232.0,30,Staubers Goal Crease,59.0,Sports Arena,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:47:07.150133,2020-03-21 19:47:08.194365,2.0,5,False,True,1,1.0,3120.0,0.1,,1,435.0,10000.0,1,36.0,36.0,36.0,185.0,20779200.0,24.038461538461537,6660.0,1,1,2808.0,2808.0,,24351.16446,8.67,11.531276069415533,,,,,,
12,34,14.0,1241.0,7,Acme Carwash,10.0,Convenience Stores,,Bartoletti and Sons,2020-03-21 19:13:49.678933,2020-03-21 19:13:52.229659,2.0,5,False,True,2,9.0,8760.0,0.12,,2,3618.0,10333.33333333333,2,127.0,127.0,46.0,0.0,0.0,0.0,0.0,5,5,4234.2336,4234.2336,,556.5,,760.8685714285713,,,,,,
13,37,17.0,1223.0,18,UFC,52.0,Retail,,Hudson LLC,2020-03-22 05:35:17.159629,2020-03-22 05:35:18.995581,2.0,5,False,True,1,2.0,4200.0,0.9,,1,160.0,24000.0,1,344.0,344.0,344.0,0.0,0.0,0.0,0.0,1,1,10853.3376,10853.3376,,5848.0,,185.59058823529406,,,,,,
14,39,16.0,1240.0,39,Project B-1,,,2239.0,Gerlach Inc,2020-03-19 07:54:28.220768,2020-03-19 07:54:29.641534,2.0,5,False,True,1,4.0,8760.0,0.12,,1,640.0,24000.0,1,3750.0,3750.0,1250.0,0.0,0.0,0.0,0.0,3,3,210240.0,215140.5776,,418750.0,,51.3768543522388,,,,,,
15,43,18.0,1237.0,40,Test,,,2239.0,Brakus Group,2020-03-22 05:34:41.390226,2020-03-22 05:34:42.745624,2.0,5,False,True,1,2.0,8760.0,,,1,84.0,20000.0,1,8.0,4.0,2.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,,148.4,,0.0,,,,,,
16,44,19.0,1239.0,7,Acme Retail,52.0,Retail,,Bartoletti and Sons,2020-03-22 01:28:12.701146,2020-03-22 01:28:15.262092,2.0,5,False,True,3,12.0,2040.0,0.1,,3,4716.0,4000.0,3,48.0,48.0,20.0,112.0,1060800.0,73.52941176470588,520.0,5,5,378.42,378.42,,1798.37865,,21.042287173504867,,,,,,
17,47,20.0,1234.0,42,Carver County Building Courts,,,,Ankunding-Bogan,2020-03-22 05:34:47.264463,2020-03-22 05:34:48.402448,2.0,5,False,True,1,1.0,8760.0,0.08,,1,19.0,24000.0,1,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50,50,665.76,665.76,,412.5,,161.39636363636362,,,,,,
18,49,22.0,1238.0,45,test ,,,2217.0,Smitham and Sons,2020-03-22 05:34:40.205181,2020-03-22 05:34:41.303118,2.0,5,False,True,1,1.0,8760.0,,,1,458.0,10000.0,1,20.0,20.0,20.0,185.0,32412000.0,8.561643835616437,3700.0,25,25,0.0,0.0,,5600.0,,0.0,,,,,,
19,54,29.0,1367.0,20,YMCA - Idaho Falls,17.0,Exercise Center,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:08:11.388958,2020-03-22 05:08:38.730174,2.0,5,False,True,15,1740.0,3799.5,0.053,,15,2100180.0,19866.666666666668,15,10254.0,22112.0,1019.0,944.5,76431762.0,588.2352941176467,15138.0,70,171,5317.955181000001,5317.955181000001,,12821.559999999998,2.41,41.476662597999024,,,,,,
23,60,733.0,297.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:42.034685,2021-04-28 19:26:56.02,2.0,5,False,True,34,312000.0,3433.666666666666,0.12,,34,1387200000.0,15538.461538461535,34,2629.0,2851.0,934.0,1391.0,105286960.0,1115.4911841800294,16414.0,92,119,30198.6044,23813.62175099941,5000.0,125596.57856263738,8.07,18.96040642470456,,,,,,
29,60,1048.0,525.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:29.524008,2021-04-28 19:26:40.14734,2.0,5,False,True,7,312000.0,3433.666666666666,0.12,,7,285600000.0,15538.461538461535,7,10.0,20.0,43.0,47.0,2432220.0,19.245404519377125,519.5,8,10,10398.0408,7939.680022092834,100.0,3708.89,0.47,214.0715961404311,,,,,,
31,60,1346.0,594.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:20.26921,2021-04-28 19:26:30.693562,2.0,5,False,True,7,312000.0,3433.666666666666,0.12,,7,285600000.0,15538.461538461535,7,79.0,89.0,66.0,147.0,6812220.0,30.660929633532376,1019.5,8,10,30027.00460000002,20866.026124564,,39582.49227692303,,52.7152913429079,,,,,,
32,60,1687.0,608.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:20.161421,2021-04-28 19:26:30.72613,2.0,5,False,True,22,312000.0,3433.666666666666,0.12,,22,897600000.0,15538.461538461535,22,3586.0,4902.0,831.0,611.0,59444360.0,548.8145416227609,8557.0,65,86,40358.81640000002,29732.606579088944,,48675.37761025644,2.61,61.08346362951267,,,,,,
36,60,4661.0,4626.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:08.711103,2021-04-28 19:26:20.046191,2.0,5,False,True,7,312000.0,3433.666666666666,0.12,,7,285600000.0,15538.461538461535,7,56.0,66.0,43.0,47.0,2432220.0,19.24540451937712,519.5,8,10,10290.4674,7871.309571745541,100.0,4362.6132,0.55,180.42648318548024,,,,,,
37,60,4665.0,4630.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:07.781212,2021-04-28 19:26:20.140034,2.0,5,False,True,22,312000.0,3433.666666666666,0.12,,22,897600000.0,15538.461538461535,22,3586.0,4902.0,831.0,611.0,59444360.0,548.8145416227609,8557.0,65,86,40358.8164,29732.606579088995,,48675.37761025644,2.61,61.08346362951278,,,,,,
38,60,6359.0,6324.0,7,Acme Bakery,,,,Bartoletti and Sons,2021-04-28 19:26:06.620541,2021-04-28 19:26:19.311431,2.0,5,False,True,1,312000.0,3433.666666666666,0.12,,1,40800000.0,15538.461538461543,1,231.0,231.0,33.0,24.5,609560.0,4.684931506849315,115.5,7,7,7.278199999999906,4.44710343853076,,2448.6,,0.1816182078955632,,,,,,
39,61,39.0,1248.0,48,Sequoyah ,9.0,Commercial Condos,,Greenholt-Strosin,2020-03-22 05:33:01.805253,2020-03-22 05:33:10.218173,2.0,5,False,True,2,60.0,6570.0,0.0878,,2,4120.0,14000.0,2,5867.0,3599.0,727.0,92.0,25649280.0,14.269406392694066,2944.0,5939,3599,6824.857308000002,6952.607308,,4193.6796,0.84,165.78775612710137,,,,,,
40,64,26.0,1270.0,49,Mando,,,2336.0,"Medhurst, Erdman and Muller",2020-03-22 05:30:20.81433,2020-03-22 05:30:35.170354,2.0,5,False,True,6,357.0,5509.666666666665,0.0505,,6,595170.0,24000.0,6,63850.0,63850.0,8274.0,0.0,0.0,0.0,0.0,28,28,186303.02844,186303.02844,,438508.54,,42.48561007272516,,,,,,
41,65,27.0,1271.0,49,Priority Payment Systems,,,2336.0,"Medhurst, Erdman and Muller",2020-03-22 05:30:05.191878,2020-03-22 05:30:20.443819,2.0,5,False,True,5,190.0,2750.0,0.147,,5,43700.0,24800.0,5,65535.0,65535.0,2618.0,0.0,0.0,0.0,0.0,38,38,37249.212,37249.212,,89977.375,,41.398420436248564,,,,,,
43,67,93.0,158.0,20,Idaho Innovation Center,,,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:25:54.275644,2020-03-22 05:26:16.557485,2.0,5,False,True,15,4050.0,2646.6,0.0578,,15,8865450.0,16666.666666666668,15,5059.0,16347.0,2177.0,972.5,78449013.5,1018.5717640175792,34922.0,47,126,6658.7760853,6658.7760853,,28610.705470000008,4.3,23.273722111753287,,,,,,
44,68,30.0,1259.0,50,School House Rock,55.0,Schools (Preschool/Elementary),2216.0,Schimmel-Rodriguez,2020-03-22 05:32:29.087015,2020-03-22 05:32:30.21458,2.0,5,False,True,1,2.0,8760.0,0.08,,1,70.0,24000.0,1,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,1,294.336,294.336,,419.376,,70.18427377818473,,,,,,
49,75,37.0,1268.0,49,Establishment,51.0,Restaurants,2336.0,"Medhurst, Erdman and Muller",2020-03-22 05:30:46.872349,2020-03-22 05:30:59.232592,2.0,5,False,True,12,192.0,8008.0,0.15,,12,80640.0,17166.666666666668,12,962.0,962.0,454.0,254.5,24688664.0,112.38761238761238,3083.0,25,25,10777.1664,14010.316319999998,,10290.339850000002,0.73,136.1501808902841,,,,,,
50,76,40.0,1454.0,7,Deca SW,40.0,Office (General Office Types),,Bartoletti and Sons,2020-03-22 04:48:40.565104,2020-03-22 04:48:42.367346,2.0,5,False,True,1,2.0,1980.0,0.1,,1,130.0,1000.0,1,6.0,6.0,6.0,7.0,83160.0,12.626262626262625,42.0,1,1,68.904,113.652395398713,,105.1842,0.93,108.050824552274,,,,,,
51,77,41.0,1255.0,90,Retrofit,,,,"Bruen, Bernhard and Beer",2020-03-22 05:32:35.387856,2020-03-22 05:32:36.517285,2.0,5,False,True,1,1.0,,,,1,13.0,20000.0,1,6.0,6.0,6.0,13.0,0.0,0.0,78.0,1,1,0.0,0.0,,0.0,,,,,,,,
52,79,43.0,1257.0,93,Example Project,16.0,Entertainment,,"Cruickshank, Hermiston and Vandervort",2020-03-22 05:32:30.305486,2020-03-22 05:32:33.94653,2.0,5,False,True,3,72.0,5110.0,0.08,,3,31914.0,14750.0,3,146.0,146.0,104.0,180.0,31144720.0,97.03196347031964,8402.0,4,4,7347.1872,7347.1872,,68238.2,,10.766970992787032,,,,,,
53,81,44.0,1267.0,94,Gietzen Electric,40.0,Office (General Office Types),2249.0,Lakin and Sons,2020-03-22 05:31:07.827741,2020-03-22 05:31:10.368792,2.0,5,False,True,2,6.0,3120.0,0.1,,2,846.0,22000.0,2,21.0,24.0,15.0,48.0,776880.0,48.07692307692307,249.0,3,4,112.32,118.7628,,257.5488,2.17,46.1127366930073,,,,,,
55,84,46.0,1256.0,97,asdfasdf,,,,Rau-Graham,2020-03-22 05:32:34.083625,2020-03-22 05:32:35.289256,2.0,5,False,True,1,1.0,3800.0,,,1,458.0,10000.0,1,100.0,100.0,100.0,10.0,3800000.0,13.157894736842106,1000.0,1,1,0.0,0.0,,0.0,,,,,,,,
57,87,50.0,1316.0,20,YMCA Downtown Pool Lights,22.0,Gymnasium,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:20:22.679653,2020-03-22 05:20:24.858854,2.0,5,False,True,1,3.0,5177.0,0.05,,1,696.0,10000.0,1,208.0,208.0,104.0,290.0,78069160.0,19.316206297083248,15080.0,2,2,2342.0748,3765.7497999999987,,19314.672,5.13,19.4968353591508,,,,,,
58,88,54.0,1280.0,100,Sweet Pizza_23,9.0,Commercial Condos,2349.0,"Kuhlman, Cummerata and Mertz",2021-04-28 21:40:35.904815,2021-04-28 21:40:52.995058,2.0,5,False,True,11,3536.0,4088.0,0.08,,11,3203200.0,18411.76470588236,11,0.0,0.0,97.0,280.5,4111526.0,642.3051834010738,1316.5,21,31,116.6176,116.6176,,17427.629802336,,0.6691535298986473,,,,,,
59,89,61.0,1263.0,100,Washington Park Tower SCL,9.0,Commercial Condos,2349.0,"Kuhlman, Cummerata and Mertz",2020-03-22 05:31:38.312067,2020-03-22 05:32:23.047608,2.0,5,False,True,16,9072.0,4117.666666666665,0.08,,16,8211456.0,13285.714285714286,16,147.0,221.0,109.0,198.0,7178820.0,131.27853881278543,893.0,21,31,5977.05408,5977.05408,,46407.03084220008,,12.879630460143089,,,,,,
60,90,51.0,1275.0,87,DFI RAPTOR HANGAR,,,2220.0,Greenfelder Group,2020-03-22 05:29:50.182708,2020-03-22 05:29:53.071403,2.0,5,False,True,2,2.0,4380.0,0.13,,2,3090.0,10000.0,2,40.0,40.0,40.0,600.0,52560000.0,25.114155251141554,12000.0,40,40,10761.66,10761.66,,13810.4675,1.28,77.92393704268156,,,,,,
61,91,56.0,1269.0,87,DFI 6D RIDING ARENA,17.0,Exercise Center,2220.0,Greenfelder Group,2020-03-22 05:30:35.439118,2020-03-22 05:30:36.781761,2.0,5,False,True,1,1.0,1040.0,0.13,,1,295.0,10000.0,1,48.0,48.0,48.0,125.0,6240000.0,48.07692307692307,6000.0,48,48,1103.232,1103.232,,10359.0,,10.649985519837822,,,,,,
62,92,52.0,1276.0,101,Flow ,17.0,Exercise Center,2239.0,"Fadel, Kunze and Emard",2020-03-22 05:29:46.051905,2020-03-22 05:29:50.109308,2.0,5,False,True,2,12.0,4380.0,0.09,,2,1140.0,12500.0,2,244.0,244.0,122.0,56.0,9075360.0,22.831050228310502,1036.0,6,6,2436.156,2436.156,,1046.3898,0.43,232.8153428101077,,,,,,
63,93,159.0,1349.0,103,Western Academy,,,2251.0,Pfeffer Inc,2020-03-22 05:11:05.887587,2020-03-22 05:11:14.416088,2.0,5,False,True,4,36.0,3650.0,0.1,,4,15840.0,21000.0,4,1463.0,2932.0,1020.0,126.0,67014000.0,47.94520547945205,18360.0,7,17,13494.78,13494.78,,7570.5624,0.56,178.25333557781656,,,,,,
64,94,55.0,1447.0,123,Forest Heights Baptist Church,5.0,Church,2251.0,"Yundt, Kirlin and Corwin",2020-03-22 04:49:01.04718,2020-03-22 04:49:03.479326,2.0,5,False,True,4,4.0,4300.0,0.1,,4,4916.0,10500.0,4,14.0,14.0,14.0,210.0,3655000.0,102.32558139534883,850.0,4,4,922.35,922.35,,3414.25,3.9,27.01471772717288,,,,,,
65,103,64.0,1371.0,110,The Emerson Apartments LED Retrofit,37.0,Multi-Family (Common Areas),2251.0,"Trantow, Swift and Barrows",2020-03-22 05:07:13.410662,2020-03-22 05:07:29.847267,2.0,5,False,True,6,126.0,8760.0,0.07,,6,30492.0,25666.66666666667,6,9823.0,9831.0,1661.0,213.0,140089920.0,102.7397260273973,15992.0,20,23,14245.2492,14281.2492,,23823.985740000004,1.67,59.944836081823475,,,,,,
66,105,63.0,1299.0,14,V2 Test,40.0,Office (General Office Types),,Abernathy-Barton,2020-03-22 05:22:27.553473,2020-03-22 05:22:28.90498,2.0,5,False,True,1,1.0,4160.0,,,1,89.0,24000.0,1,1250.0,3750.0,3750.0,14.0,218400000.0,12.019230769230768,52500.0,1,3,0.0,4765.061415480611,,399375.0,,1.1931296188996834,,,,,,
68,109,65.0,321.0,28,Motel 9,65.0,Other,2311.0,Sipes Group,2020-03-22 05:22:15.427551,2020-03-22 05:22:21.335568,2.0,5,False,True,9,108.0,6366.0,0.1,,9,291060.0,15777.777777777781,9,62.0,71.0,71.0,1052.0,22571136.0,111.54698654698656,5136.0,18,16,3695.3604,3695.3604,,15181.16,4.11,24.341752540649072,,,,,,
69,110,66.0,1304.0,105,Kindred Arlington,,,2254.0,Herzog Group,2020-03-22 05:21:54.856073,2020-03-22 05:21:57.742545,2.0,5,False,True,1,24.0,5000.0,0.08,,1,6500.0,13166.66666666667,1,330.0,165.0,165.0,18.0,17820000.0,0.0,2970.0,2,1,4118.4000000000015,4230.26803299416,,2574.0000000000005,,164.34607742790052,,,,,,
70,111,67.0,1293.0,19,Test Project 12-28,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:26.214955,2020-03-22 05:25:29.307208,2.0,5,False,True,5,75.0,1946.6666666666665,0.08,,5,10500.0,23800.0,5,126.0,126.0,93.0,146.0,4688060.0,125.57077625570776,1393.0,11,11,216.3136,232.186691968,,1632.7530000000006,7.11,14.220564406741246,,,,,,
71,111,676.0,1296.0,19,Test Project 12-28,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:08.970691,2020-03-22 05:25:13.937065,2.0,5,False,True,2,75.0,1946.6666666666665,0.08,,2,4200.0,23800.0,2,59.0,59.0,33.0,24.0,1208880.0,39.954337899543376,292.0,4,4,189.5664,203.47678243200002,,279.6,1.37,72.7742426437768,,,,,,
72,111,677.0,1292.0,19,Test Project 12-28,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:22.431884,2020-03-22 05:25:26.028963,2.0,5,False,True,2,75.0,1946.6666666666665,0.08,,2,4200.0,23800.0,2,59.0,59.0,33.0,24.0,1208880.0,39.954337899543376,292.0,4,4,231.6144,248.610264672,,329.6,1.33,75.42787156310679,,,,,,
73,111,679.0,1295.0,19,Test Project 12-28,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:32.904244,2020-03-22 05:25:36.889877,2.0,5,False,True,2,75.0,1946.6666666666665,0.08,,2,4200.0,23800.0,2,59.0,59.0,33.0,24.0,1208880.0,39.954337899543376,292.0,4,4,231.6144,248.610264672,,329.6,1.33,75.42787156310679,,,,,,
74,112,70.0,637.0,20,McLaughlin Retrofit,42.0,Parking Garages,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 05:20:20.304414,2020-03-22 05:20:22.519517,2.0,5,False,True,2,2.0,8760.0,0.105,,2,418.0,17000.0,2,49.0,96.0,96.0,38.0,12754560.0,10.273972602739725,1456.0,2,3,1984.0086,1984.0086,,3580.94784,1.8,55.40456573642803,,,,,,
75,116,95.0,1473.0,26,School Project,,,2238.0,Toy LLC,2020-03-22 04:47:03.883971,2020-03-22 04:47:07.32131,2.0,5,False,True,3,90.0,6173.333333333332,0.08,,3,11970.0,17666.666666666668,3,310.0,305.0,155.0,55.0,7282200.0,180.7077625570776,1695.0,5,4,530.2560000000002,530.2560000000002,,420.336,0.79,126.15050816489669,,,,,,
76,116,819.0,1472.0,26,School Project,,,2238.0,Toy LLC,2020-03-22 04:46:59.793713,2020-03-22 04:47:03.788157,2.0,5,False,True,3,90.0,6173.333333333332,0.08,,3,11970.0,17666.666666666668,3,310.0,310.0,160.0,55.0,7317200.0,180.7077625570776,1730.0,5,5,527.4560000000001,527.4560000000001,,462.8950200000001,0.88,113.94721852916024,,,,,,
77,117,80.0,268.0,30,Fury Jeep Stillwater,1.0,Auto Related,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:56:15.007937,2020-03-21 19:56:20.578815,2.0,5,False,True,5,30.0,3550.0,0.11,,5,16290.0,29200.0,5,4377.0,4377.0,381.0,646.0,47140900.0,247.1528471528471,12850.0,18,18,8627.509,8627.509,,20488.314,3.2,42.109414176295815,,,,,,
78,118,81.0,255.0,30,Fury Motors CDJR,1.0,Auto Related,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:56:03.655517,2020-03-21 19:56:14.840852,2.0,5,False,True,4,513.0,3826.6666666666656,0.11,,4,517788.0,16444.44444444444,4,71.0,71.0,71.0,87.0,4669200.0,43.956043956043956,1224.0,4,4,58931.6431,58931.6431,,130380.5457375,2.21,45.19972114447908,,,,,,
79,119,84.0,432.0,30,Fury Ram Truck Center,1.0,Auto Related,2357.0,"Bauch, Morar and Lakin",2020-03-21 19:55:55.94072,2020-03-21 19:56:03.425793,2.0,5,False,True,11,429.0,3483.333333333333,0.11,,11,1164504.0,16923.076923076926,11,753.0,753.0,251.0,892.0,42531800.0,271.8087882266986,12362.0,19,19,16293.188999999997,16293.188999999997,,33828.81949999998,2.08,48.163634560171424,,,,,,
80,121,85.0,161.0,110,Arch Communications,,,2251.0,"Trantow, Swift and Barrows",2020-03-22 05:20:56.851875,2020-03-22 05:20:58.236913,2.0,5,False,True,1,1.0,,,,1,35.0,24000.0,1,72.0,72.0,72.0,12.0,0.0,0.0,864.0,1,1,0.0,0.0,,1728.0,,0.0,,,,,,
81,123,87.0,1309.0,122,City of Elk Grove,,,2249.0,Jast and Sons,2020-03-22 05:20:55.318158,2020-03-22 05:20:56.758757,2.0,5,False,True,2,4.0,4380.0,0.1128,,2,1940.0,10000.0,2,3066.0,3066.0,3066.0,90.0,569934360.0,0.0360730593607306,130122.0,3066,3066,280432.208592,280432.208592,,337572.02,,83.07329754166238,,,,,,
82,124,88.0,1287.0,19,Test product pricing,4.0,Bar,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:52.185064,2020-03-22 05:25:54.18951,2.0,5,False,True,1,2.0,1000.0,0.08,,1,96.0,12500.0,1,10.0,10.0,10.0,7.0,70000.0,25.0,70.0,1,1,42.4,42.4,,110.15299999999999,2.6,38.49191578985592,,,,,,
83,125,89.0,212.0,115,SunLight Senior Living,39.0,Nursing Homes,2228.0,Runolfsson and Sons,2020-03-22 05:20:49.755122,2020-03-22 05:20:55.172925,2.0,5,False,True,6,120.0,6570.0,0.11,,6,38280.0,22666.66666666667,6,571.0,571.0,318.0,253.5,40563180.0,74.20091324200912,5740.5,10,10,3570.6197999999995,3570.6197999999995,,6484.54285714285,1.82,55.06355465084008,,,,,,
84,129,91.0,1289.0,19,Company Role Abilities - LED Supply Test,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 05:25:45.715894,2020-03-22 05:25:52.068225,2.0,5,False,True,3,128.0,6570.0,0.08,,3,24672.0,13750.0,3,66.0,66.0,44.0,106.0,10774800.0,30.82191780821918,1230.0,4,4,85702.23359999999,91991.063501568,,25720.069,0.28,357.6625844260683,,,,,,
85,131,90.0,1303.0,122,"Mandarin Oriental Case Study - Washington, DC",32.0,Lodging (Hotels/Motels),2249.0,Jast and Sons,2020-03-22 05:21:57.872556,2020-03-22 05:22:15.313022,2.0,5,False,True,5,20.0,8760.0,0.14,,5,7580.0,7800.0,5,11400.0,11400.0,11400.0,94.0,1003020000.0,28.53881278538813,114500.0,5,5,593332.3200000001,593332.3200000001,,56746.0,0.1,1045.5932048073873,,,,,,
86,135,94.0,175.0,88,Dorel - Fontana - Exterior Lighting,62.0,Warehouse (Not Refrigerated),2254.0,Powlowski LLC,2020-03-22 05:20:46.680399,2020-03-22 05:20:49.609127,2.0,5,False,True,1,10.0,4380.0,0.15,,1,2940.0,10000.0,1,48.0,48.0,48.0,58.0,12193920.0,11.415525114155251,2784.0,48,48,2270.592,2270.592,,13188.6576,5.81,17.21624799782504,,,,,,
87,141,97.0,1310.0,126,Cool Project Man,,,,Cassin-McDermott,2020-03-22 02:25:14.447046,2020-03-22 02:25:16.059174,2.0,5,False,True,2,2.0,5000.0,0.1,,2,84.0,12500.0,2,1000050.0,1000050.0,1000050.0,154.0,20037500000.0,25.0,4007500.0,2,2,997150.0,997150.0,,9615186.5,,10.370573675300006,,,,,,
88,143,98.0,1534.0,102,Bethel Industries,34.0,Manufacturing Facility,2249.0,"Collier, Stroman and Auer",2020-03-22 04:19:00.111421,2020-03-22 04:19:53.293626,2.0,5,False,True,6,1072.0,2700.0,0.1577,,6,536268.0,22500.0,6,3867.0,3867.0,291.0,2023.0,33272100.0,1336.2962962962965,12323.0,49,49,13426.86186,24679.50561,,3849.0,0.16,641.192663289166,,,,,,
89,144,99.0,162.0,115,ServiceMaster by Ayotte,62.0,Warehouse (Not Refrigerated),2228.0,Runolfsson and Sons,2020-03-22 03:47:08.072747,2020-03-22 03:47:16.487462,2.0,5,False,True,6,168.0,3515.0,0.11,,6,183288.0,13333.333333333332,6,951.0,951.0,226.0,609.0,22046070.0,464.71956577927114,7876.0,14,14,2890.0476,2890.0476,,8478.130616071421,2.93,34.08826462901541,,,,,,
